epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
33,13647.5,0.82593,0.41339,0.90727,0.95866,0.938,0.98464,0.78272,0.79123,0.40982,0.8931,0.0013664,0.0013664,0.0013664
34,14094.9,0.81533,0.40965,0.90344,0.92135,0.96628,0.98345,0.78501,0.78479,0.39089,0.89297,0.0013466,0.0013466,0.0013466
35,14543.6,0.81751,0.41521,0.9071,0.93641,0.9793,0.98512,0.7748,0.79081,0.38811,0.89584,0.0013268,0.0013268,0.0013268
36,14992.7,0.81221,0.4066,0.90392,0.96266,0.93217,0.98526,0.77495,0.80985,0.39865,0.90555,0.001307,0.001307,0.001307
37,15440,0.81207,0.40129,0.90597,0.9655,0.93569,0.98152,0.76807,0.81606,0.39275,0.90289,0.0012872,0.0012872,0.0012872
38,15890.8,0.81202,0.40535,0.90237,0.96595,0.93955,0.98016,0.77853,0.79782,0.40002,0.89701,0.0012674,0.0012674,0.0012674
39,16335.7,0.81487,0.40968,0.90795,0.95913,0.94076,0.98441,0.78081,0.78675,0.38976,0.8962,0.0012476,0.0012476,0.0012476
40,16784,0.80496,0.39748,0.90367,0.95108,0.93217,0.98217,0.78177,0.77804,0.38436,0.88947,0.0012278,0.0012278,0.0012278
41,17233.7,0.81449,0.39955,0.90219,0.93698,0.97229,0.98548,0.78065,0.79818,0.38093,0.89671,0.001208,0.001208,0.001208
42,17682.7,0.80799,0.39189,0.90164,0.96679,0.92675,0.98481,0.78417,0.7911,0.38617,0.8887,0.0011882,0.0011882,0.0011882
43,18131.5,0.81532,0.39215,0.90442,0.93232,0.96956,0.98426,0.78202,0.80043,0.38939,0.89859,0.0011684,0.0011684,0.0011684
44,18580.9,0.79249,0.385,0.89811,0.96958,0.93185,0.98561,0.78027,0.81073,0.37402,0.89967,0.0011486,0.0011486,0.0011486
45,19032.4,0.79973,0.38807,0.89673,0.95852,0.93453,0.98461,0.7821,0.7897,0.38719,0.89135,0.0011288,0.0011288,0.0011288
46,19479.3,0.79304,0.39041,0.90315,0.94153,0.95796,0.98576,0.78779,0.78138,0.37773,0.8885,0.001109,0.001109,0.001109
47,19927.2,0.79117,0.38418,0.89701,0.95835,0.93376,0.98346,0.78273,0.7696,0.37907,0.88688,0.0010892,0.0010892,0.0010892
48,20374.7,0.78919,0.37975,0.89743,0.91896,0.96427,0.98374,0.78611,0.78856,0.38703,0.89449,0.0010694,0.0010694,0.0010694
49,20821.1,0.78715,0.38091,0.89983,0.92962,0.97169,0.98436,0.77735,0.8006,0.37991,0.89519,0.0010496,0.0010496,0.0010496
50,21270.4,0.77954,0.37422,0.89573,0.96005,0.93312,0.98625,0.78837,0.78667,0.37567,0.88962,0.0010298,0.0010298,0.0010298
51,21720.7,0.79182,0.38325,0.89772,0.96511,0.93344,0.98647,0.77475,0.82375,0.38183,0.90256,0.00101,0.00101,0.00101
52,22170.5,0.78015,0.37472,0.89124,0.95948,0.93694,0.98563,0.7853,0.78365,0.37518,0.89082,0.0009902,0.0009902,0.0009902
53,22620.2,0.77978,0.3747,0.89505,0.94104,0.96975,0.98695,0.79155,0.77458,0.36375,0.88887,0.0009704,0.0009704,0.0009704
54,23069.4,0.78698,0.37503,0.8946,0.96909,0.93726,0.98587,0.78041,0.80738,0.36308,0.90135,0.0009506,0.0009506,0.0009506
55,23521.2,0.78862,0.37777,0.89379,0.96036,0.93366,0.98466,0.78538,0.79434,0.38846,0.89333,0.0009308,0.0009308,0.0009308
56,23969.7,0.77986,0.37094,0.89264,0.94603,0.96016,0.98688,0.79326,0.77721,0.36033,0.88562,0.000911,0.000911,0.000911
57,24420.7,0.77249,0.36922,0.89304,0.93028,0.96035,0.98577,0.78624,0.78671,0.37255,0.89006,0.0008912,0.0008912,0.0008912
58,24876.3,0.7789,0.37051,0.8918,0.96303,0.93599,0.98475,0.78422,0.79206,0.38145,0.89543,0.0008714,0.0008714,0.0008714
59,25330.4,0.77115,0.36725,0.8913,0.94082,0.96697,0.98429,0.78673,0.77534,0.36757,0.88723,0.0008516,0.0008516,0.0008516
60,25781.7,0.77184,0.36298,0.89147,0.97091,0.93522,0.98429,0.78027,0.79089,0.36379,0.8938,0.0008318,0.0008318,0.0008318
61,26231.7,0.76934,0.36387,0.88831,0.95079,0.96592,0.98844,0.79593,0.76576,0.35727,0.88437,0.000812,0.000812,0.000812
62,26691.6,0.76728,0.36149,0.88756,0.96349,0.93217,0.98637,0.78779,0.7907,0.36188,0.89188,0.0007922,0.0007922,0.0007922
63,27141.1,0.76435,0.35869,0.88801,0.96188,0.94009,0.98577,0.79039,0.78171,0.35673,0.88903,0.0007724,0.0007724,0.0007724
64,27586.1,0.76605,0.36114,0.89015,0.96497,0.93758,0.98211,0.78246,0.78888,0.36454,0.89112,0.0007526,0.0007526,0.0007526
65,27995.3,0.76806,0.36235,0.89327,0.94549,0.95892,0.98673,0.78892,0.77739,0.3568,0.88673,0.0007328,0.0007328,0.0007328
66,28448.6,0.76415,0.35748,0.88969,0.9626,0.93454,0.98702,0.79382,0.77899,0.36236,0.88393,0.000713,0.000713,0.000713
67,28904.1,0.76188,0.3555,0.88758,0.95521,0.95573,0.98635,0.78994,0.77628,0.35299,0.88455,0.0006932,0.0006932,0.0006932
68,29352.4,0.76325,0.358,0.88855,0.9174,0.97619,0.9857,0.78901,0.78065,0.35619,0.88703,0.0006734,0.0006734,0.0006734
69,29802.2,0.76547,0.35909,0.89093,0.95028,0.96181,0.98529,0.78458,0.79208,0.36167,0.89264,0.0006536,0.0006536,0.0006536
70,30254.1,0.76075,0.35341,0.88919,0.96879,0.94331,0.98721,0.78842,0.7783,0.34938,0.88745,0.0006338,0.0006338,0.0006338
71,30702.4,0.75681,0.35068,0.88786,0.96229,0.94236,0.98663,0.79186,0.776,0.35042,0.88746,0.000614,0.000614,0.000614
72,31153.6,0.74657,0.35,0.88674,0.96526,0.92916,0.98587,0.78827,0.77917,0.35427,0.88699,0.0005942,0.0005942,0.0005942
73,31606,0.75028,0.3514,0.88442,0.97148,0.93726,0.98574,0.79065,0.77094,0.35107,0.88344,0.0005744,0.0005744,0.0005744
74,32058.6,0.74796,0.34708,0.88674,0.93926,0.96532,0.98575,0.79243,0.76875,0.34978,0.88521,0.0005546,0.0005546,0.0005546
75,32511.1,0.75295,0.34913,0.88689,0.94611,0.96274,0.98701,0.78962,0.77469,0.34754,0.88633,0.0005348,0.0005348,0.0005348
76,32966.5,0.75292,0.34589,0.88335,0.96784,0.93925,0.98693,0.79339,0.77089,0.34572,0.88368,0.000515,0.000515,0.000515
77,33471.7,0.74713,0.34404,0.88356,0.9659,0.94045,0.98727,0.79442,0.76379,0.34557,0.88188,0.0004952,0.0004952,0.0004952
78,33929.7,0.74292,0.34323,0.88124,0.9601,0.92727,0.98444,0.79373,0.76151,0.35861,0.88142,0.0004754,0.0004754,0.0004754
79,34381.9,0.73921,0.34278,0.88455,0.94032,0.95987,0.98518,0.79137,0.77051,0.34738,0.88542,0.0004556,0.0004556,0.0004556
80,34830.8,0.73879,0.34071,0.88467,0.94819,0.95585,0.98539,0.79309,0.76716,0.35022,0.88587,0.0004358,0.0004358,0.0004358
81,35284.3,0.73927,0.33696,0.88192,0.94336,0.97593,0.98799,0.79709,0.76334,0.33952,0.88456,0.000416,0.000416,0.000416
82,35739,0.73857,0.33818,0.88148,0.94641,0.95924,0.98638,0.7884,0.77804,0.34665,0.88903,0.0003962,0.0003962,0.0003962
83,36194.8,0.73858,0.33846,0.88191,0.95061,0.96226,0.98629,0.7904,0.77321,0.3399,0.88629,0.0003764,0.0003764,0.0003764
84,36643.7,0.7333,0.33516,0.88061,0.95005,0.96051,0.98586,0.79003,0.77292,0.34331,0.88804,0.0003566,0.0003566,0.0003566
85,37099.4,0.73066,0.33296,0.88187,0.94237,0.96083,0.98532,0.79067,0.76959,0.34558,0.88917,0.0003368,0.0003368,0.0003368
86,37553.9,0.73754,0.33579,0.87986,0.94569,0.96178,0.98596,0.79129,0.76631,0.34135,0.88518,0.000317,0.000317,0.000317
87,38001.6,0.72656,0.32936,0.87895,0.95093,0.95665,0.98623,0.79443,0.76529,0.33933,0.88437,0.0002972,0.0002972,0.0002972
88,38454.5,0.72889,0.3311,0.87866,0.96134,0.93917,0.98425,0.79364,0.7642,0.3414,0.88373,0.0002774,0.0002774,0.0002774
89,38904.8,0.72973,0.33102,0.88208,0.94137,0.9672,0.98523,0.79382,0.76449,0.34098,0.88485,0.0002576,0.0002576,0.0002576
90,39359.4,0.72709,0.32805,0.88029,0.95982,0.93571,0.9847,0.79259,0.76363,0.34466,0.8835,0.0002378,0.0002378,0.0002378
91,39793.2,0.71057,0.31272,0.87771,0.96707,0.93522,0.98593,0.78784,0.77699,0.34523,0.89042,0.000218,0.000218,0.000218
92,40224,0.70422,0.30956,0.87403,0.94897,0.95955,0.98544,0.78647,0.77532,0.34121,0.88815,0.0001982,0.0001982,0.0001982
93,40654.8,0.70429,0.30744,0.87793,0.96716,0.9379,0.98614,0.79468,0.7597,0.33944,0.88182,0.0001784,0.0001784,0.0001784
94,41086.2,0.69858,0.30317,0.87185,0.96531,0.93758,0.98623,0.79131,0.77126,0.3431,0.88575,0.0001586,0.0001586,0.0001586
95,41516.3,0.7028,0.30459,0.87499,0.96587,0.93745,0.98524,0.79159,0.76994,0.34406,0.88677,0.0001388,0.0001388,0.0001388
96,41948.3,0.69759,0.30113,0.87327,0.96552,0.93599,0.98455,0.79166,0.75773,0.34415,0.88296,0.000119,0.000119,0.000119
97,42381.2,0.69474,0.3003,0.8719,0.95906,0.93994,0.98507,0.79032,0.76407,0.34312,0.88613,9.92e-05,9.92e-05,9.92e-05
98,42813.6,0.6929,0.29914,0.87347,0.94434,0.9586,0.98626,0.7928,0.76527,0.33757,0.88556,7.94e-05,7.94e-05,7.94e-05
99,43246.9,0.69084,0.29669,0.87095,0.94354,0.95924,0.98573,0.79191,0.7624,0.33931,0.88503,5.96e-05,5.96e-05,5.96e-05
100,43676.8,0.68649,0.29586,0.86954,0.94374,0.95622,0.98566,0.79176,0.76248,0.339,0.88491,3.98e-05,3.98e-05,3.98e-05
